============================== SRIM-2013.00 ==============================
==============================================================================
===== TRIMOUT.txt: File of Transmitted / Backscattered / Sputtered Atoms =====
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  H(1 MeV) ==> SiO2 - quartz (ICRU-245)(  2 um) ============
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T  807  1 .8984253E+06   2000067E-02  .2594E+02 -.1378E+02   .9995795  .0159423 -.0242205
T  808  1 .9227651E+06   2000090E-02 -.8762E+02  .7257E+02   .9999188 -.0053676  .0115593
T  809  1 .9214858E+06   2000231E-02 -.1205E+03 -.1422E+02   .9999079 -.0119327  .0064613
T  810  1 .9092172E+06   2000097E-02 -.2308E+02  .5119E+02   .9999999 -.0000687  .0004927
T  811  1 .9117631E+06   2000035E-02 -.1324E+03 -.8261E+02   .9996960 -.0228883 -.0091717
T  812  1 .9170045E+06   2000011E-02  .1003E+03 -.1386E+03   .9993272  .0227253 -.0287887
T  813  1 .8971337E+06   2000201E-02  .6929E+01 -.1303E+03   .9994650 -.0161005 -.0284689
T  814  1 .9072942E+06   2000006E-02 -.5665E+02  .9928E+01   .9999894  .0016272  .0042985
T  815  1 .8990176E+06   2000057E-02  .2078E+03  .5572E+02   .9994265  .0309749  .0136838
T  816  1 .9083199E+06   2000114E-02  .3408E+02 -.7909E+02   .9999396  .0044500 -.0100506
T  817  1 .9155540E+06   2000224E-02  .7813E+01 -.1031E+03   .9998944  .0049097 -.0136759
T  818  1 .9105023E+06   2000202E-02 -.7180E+02 -.4104E+02   .9998409  .0162627  .0073256
T  819  1 .9170891E+06   2000028E-02 -.1488E+03 -.1953E+03   .9992238 -.0120399 -.0375079
T  820  1 .9066734E+06   2000198E-02 -.1715E+03  .1948E+03   .9996601 -.0140883  .0219367
T  821  1 .9167883E+06   2000035E-02  .1993E+03 -.3078E+03   .9998577  .0078082 -.0149545
T  822  1 .9130691E+06   2000152E-02  .2137E+01  .1652E+03   .9997582 -.0005753  .0219837
T  823  1 .9038640E+06   2000138E-02 -.2454E+03 -.6241E+02   .9996349 -.0261366 -.0068506
T  824  1 .9183761E+06   2000226E-02 -.2226E+02  .1051E+03   .9998945  .0046419  .0137605
T  825  1 .9114374E+06   2000241E-02  .8141E+02  .6568E+02   .9998917  .0142315 -.0037434
T  826  1 .9050805E+06   2000218E-02  .1142E+03  .1303E+03   .9998297  .0022862  .0183106
T  827  1 .8940325E+06   2000171E-02  .1217E+03 -.2020E+03   .9993609  .0200319 -.0296062
T  828  1 .9217879E+06   2000074E-02  .1051E+03 -.9715E+01   .9999970 -.0009822  .0022486
T  829  1 .9208552E+06   2000163E-02  .9138E+02  .2752E+03   .9995622  .0087844  .0282523
T  830  1 .9106496E+06   2000038E-02  .1615E+01 -.6915E+02   .9999632  .0006470 -.0085500
T  831  1 .9066396E+06   2000049E-02  .6801E+02  .1261E+03   .9997903  .0137100  .0152119
T  832  1 .9182196E+06   2000242E-02 -.4742E+02  .7033E+01   .9999712 -.0072373  .0022680
T  833  1 .9075326E+06   2000021E-02 -.1975E+03 -.7412E+00   .9998400 -.0170663 -.0053561
T  834  1 .9193962E+06   2000001E-02 -.2350E+02 -.1396E+03   .9998404 -.0000252 -.0178641
T  835  1 .9015520E+06   2000003E-02  .1614E+03  .1413E+03   .9991178  .0023791  .0419274
T  836  1 .9138278E+06   2000230E-02 -.7279E+02  .1370E+03   .9993540 -.0094410  .0346774
T  837  1 .9164265E+06   2000226E-02 -.5487E+02  .4937E+02   .9995460  .0293016 -.0070083
T  838  1 .9122217E+06   2000210E-02  .7267E+02 -.9353E+02   .9999294  .0113922 -.0033695
T  839  1 .9067437E+06   2000168E-02 -.9531E+02  .1013E+03   .9999020 -.0073089  .0119422
T  840  1 .9066627E+06   2000216E-02 -.1773E+02 -.6725E+02   .9998656 -.0088968 -.0137697
T  841  1 .9057483E+06   2000188E-02 -.5309E+03 -.4543E+03   .9991234 -.0306864 -.0284739
T  842  1 .9032926E+06   2000113E-02  .1023E+03 -.1846E+03   .9991977  .0057661 -.0396330
T  843  1 .9113618E+06   2000097E-02  .6637E+03  .6486E+02   .9977683  .0652165 -.0143287
T  844  1 .9072898E+06   2000198E-02 -.2410E+03  .1352E+03   .9993631 -.0253392  .0251254
T  845  1 .9070015E+06   2000113E-02 -.7900E+01  .3119E+02   .9999937  .0028919  .0020728
T  846  1 .9068411E+06   2000173E-02  .1087E+03 -.7622E+02   .9997150  .0231466 -.0058385
T  847  1 .9124670E+06   2000085E-02 -.1544E+03 -.4903E+02   .9997340 -.0224734 -.0051762
T  848  1 .9168196E+06   2000010E-02  .4049E+02 -.7468E+02   .9999264 -.0033314 -.0116631
T  849  1 .8989055E+06   2000024E-02 -.3503E+02 -.1018E+03   .9999113  .0043161 -.0125971
T  850  1 .9062392E+06   2000012E-02  .4298E+02 -.4472E+02   .9998269  .0149022  .0111394
T  851  1 .9055249E+06   2000194E-02 -.3810E+02 -.7335E+02   .9999030 -.0103425 -.0093332
T  852  1 .9173683E+06   2000127E-02  .1016E+03  .6557E+02   .9999473  .0101077  .0017847
T  853  1 .9051000E+06   2000099E-02  .1866E+02  .2364E+02   .9998793  .0118509 -.0100498
T  854  1 .9025494E+06   2000237E-02 -.1110E+04 -.5696E+03   .9915509 -.1168056 -.0564207
T  855  1 .9065727E+06   2000042E-02  .1074E+03 -.6798E+02   .9999365  .0083144 -.0076069
T  856  1 .9103827E+06   2000221E-02 -.1456E+02  .7104E+02   .9999370 -.0057143  .0096643
T  857  1 .9112022E+06   2000119E-02  .2653E+03  .1859E+03   .9997649  .0201302  .0080617
T  858  1 .9089356E+06   2000176E-02 -.4160E+03 -.4739E+02   .9995841 -.0274934 -.0087009
T  859  1 .9126686E+06   2000230E-02  .6235E+03 -.7106E+03   .9978283  .0390290 -.0530603
T  860  1 .9083384E+06   2000192E-02 -.1978E+03 -.7269E+02   .9997189 -.0234382  .0035816
T  861  1 .9145966E+06   2000178E-02  .1331E+03 -.1156E+03   .9998309  .0153310 -.0101520
T  862  1 .9097280E+06   2000059E-02 -.7617E+01  .8134E+02   .9999781 -.0019641  .0063201
T  863  1 .9211043E+06   2000054E-02 -.6284E+02  .8253E+02   .9999870  .0050905  .0004218
T  864  1 .9161077E+06   2000129E-02  .8396E+02  .1221E+03   .9997421  .0065130  .0217568
T  865  1 .9036178E+06   2000209E-02  .9584E+02 -.6313E+01   .9996475  .0166142  .0207064
T  866  1 .9021647E+06   2000042E-02 -.2308E+02  .1099E+03   .9996415  .0077286  .0256364
T  867  1 .9181742E+06   2000010E-02  .1270E+03 -.1789E+02   .9999774  .0036353 -.0056507
T  868  1 .9138192E+06   2000020E-02  .9880E+02 -.5573E+02   .9998035  .0179530  .0084051
T  869  1 .8995290E+06   2000151E-02 -.6150E+02  .5677E+02   .9999850 -.0015870  .0052381
T  870  1 .9074345E+06   2000229E-02  .1222E+03  .3433E+01   .9999172  .0103910  .0075955
T  871  1 .9135820E+06   2000087E-02  .5814E+02 -.1172E+03   .9999709 -.0032070 -.0069148
T  872  1 .9121259E+06   2000242E-02 -.1538E+03 -.2953E+02   .9997682 -.0211085 -.0042327
T  873  1 .9145960E+06   2000154E-02 -.2535E+02 -.1079E+03   .9993995 -.0041019 -.0344054
T  874  1 .9158137E+06   2000024E-02  .8704E+02 -.1840E+02   .9999102  .0130991 -.0028421
T  875  1 .9019895E+06   2000201E-02 -.4550E+03 -.5123E+03   .9967250 -.0545105 -.0597313
T  876  1 .9192215E+06   2000031E-02  .1681E+03  .1406E+03   .9994766  .0201578  .0253030
T  877  1 .9133408E+06   2000220E-02  .5281E+02  .7588E+02   .9990678 -.0050156  .0428769
T  878  1 .9082036E+06   2000239E-02 -.2527E+03  .4376E+02   .9997529 -.0213700  .0061197
T  879  1 .9041365E+06   2000011E-02 -.1278E+03 -.4319E+02   .9997797 -.0203447  .0051685
T  880  1 .9042530E+06   2000160E-02 -.2928E+02  .1349E+03   .9999509  .0085835  .0049551
T  881  1 .9083678E+06   2000208E-02 -.2905E+02  .1068E+03   .9996272  .0261280 -.0079193
T  882  1 .9005199E+06   2000077E-02  .7241E+02 -.3658E+02   .9995494  .0150825 -.0259518
T  883  1 .9157871E+06   2000161E-02  .1127E+03  .1003E+03   .9996508  .0120043  .0235420
T  884  1 .9194563E+06   2000032E-02 -.1079E+03  .1359E+03   .9999740  .0072043 -.0001677
T  885  1 .9141632E+06   2000171E-02  .1582E+02  .7840E+01   .9999819  .0037816  .0046855
T  886  1 .9124290E+06   2000194E-02  .9804E+02 -.2313E+02   .9997803  .0181263 -.0105259
T  887  1 .9018831E+06   2000006E-02  .1831E+03  .3454E+02   .9998777  .0076492  .0136378
T  888  1 .9047602E+06   2000139E-02  .4877E+02 -.1399E+03   .9998743  .0069279 -.0142598
T  889  1 .9041211E+06   2000109E-02  .6571E+00 -.9371E+02   .9999679  .0010432 -.0079382
T  890  1 .9161233E+06   2000159E-02 -.7045E+02 -.3566E+03   .9997711 -.0072965 -.0201145
T  891  1 .9181249E+06   2000065E-02  .1087E+03 -.1710E+02   .9997557  .0132661  .0176791
T  892  1 .9189791E+06   2000132E-02 -.8135E+03  .4629E+03   .9983557 -.0489570  .0298180
T  893  1 .9143860E+06   2000211E-02  .3249E+01  .1242E+03   .9997992  .0195763  .0042708
T  894  1 .9006594E+06   2000206E-02  .2613E+03  .6168E+02   .9995878  .0282688  .0050190
T  895  1 .9124559E+06   2000171E-02 -.2187E+03 -.8663E+01   .9994249 -.0289176 -.0177085
T  896  1 .8974459E+06   2000161E-02  .1847E+03  .3274E+02   .9997351  .0205268  .0104074
T  897  1 .9050917E+06   2000177E-02 -.7239E+02 -.2322E+02   .9999800  .0012824 -.0061996
T  898  1 .9007555E+06   2000153E-02  .7940E+02 -.1039E+03   .9999227  .0056120 -.0110935
T  899  1 .9107783E+06   2000224E-02 -.2506E+02 -.6505E+02   .9998678  .0151162 -.0059955
T  900  1 .9085664E+06   2000012E-02 -.3978E+02 -.1500E+03   .9999677 -.0077688 -.0020566
T  901  1 .9169327E+06   2000191E-02 -.1385E+03  .1927E+02   .9999951  .0031061 -.0002539
T  902  1 .9150365E+06   2000052E-02  .7735E+02  .3357E+02   .9999663  .0063809  .0051639
T  903  1 .9112707E+06   2000071E-02 -.2767E+02 -.9859E+02   .9998311 -.0074430 -.0168051
T  904  1 .8992962E+06   2000175E-02  .3761E+02 -.7572E+02   .9997735  .0212006  .0018927
T  905  1 .9159974E+06   2000109E-02 -.5516E+02  .9437E+02   .9992763 -.0350542  .0147700
T  906  1 .9161500E+06   2000147E-02 -.1776E+03 -.9014E+02   .9997616 -.0204872 -.0075490
T  907  1 .9035057E+06   2000142E-02  .5193E+02  .1948E+03   .9996149 -.0053834  .0272233
T  908  1 .9215045E+06   2000129E-02  .9082E+02 -.6865E+02   .9998964  .0142307 -.0021769
T  909  1 .9222375E+06   2000126E-02 -.4147E+01  .1388E+03   .9998426 -.0009144  .0177209
T  910  1 .9110943E+06   2000185E-02  .3352E+03  .2430E+03   .9997131  .0156107  .0181641
T  911  1 .9105380E+06   2000075E-02 -.2505E+02  .1807E+03   .9997568  .0142500  .0168291
T  912  1 .9074492E+06   2000115E-02  .6579E+02 -.1595E+03   .9989543 -.0141649  .0434699
T  913  1 .8997624E+06   2000004E-02  .1529E+03 -.8415E+01   .9998414  .0149855 -.0096251
T  914  1 .9042500E+06   2000158E-02 -.4997E+02 -.9503E+02   .9999341 -.0114663  .0004942
T  915  1 .9050068E+06   2000173E-02 -.1296E+03 -.7983E+02   .9997922 -.0196316 -.0054852
T  916  1 .9219657E+06   2000149E-02  .8815E+02 -.1140E+03   .9998978 -.0088277  .0112423
T  917  1 .9126483E+06   2000161E-02  .2236E+03  .2937E+03   .9996837  .0138449  .0209934
T  918  1 .9117331E+06   2000236E-02 -.6545E+02 -.1183E+03   .9998718  .0009563 -.0159863
T  919  1 .9162298E+06   2000055E-02  .3042E+02 -.5103E+02   .9968712  .0459119 -.0643422
T  920  1 .9035203E+06   2000212E-02  .1737E+03  .1549E+03   .9998530  .0170155  .0021221
T  921  1 .9085109E+06   2000165E-02 -.1835E+03 -.1579E+03   .9995183 -.0098340 -.0294349
T  922  1 .9151734E+06   2000045E-02 -.2459E+02  .4094E+02   .9999824 -.0051649  .0029147
T  923  1 .9082817E+06   2000205E-02  .6561E+02 -.1080E+03   .9998411  .0101050 -.0146821
T  924  1 .9111766E+06   2000018E-02 -.3301E+02 -.3320E+03   .9977501  .0007136 -.0670397
T  925  1 .9180974E+06   2000102E-02  .8954E+02 -.6236E+02   .9987341 -.0033077 -.0501923
T  926  1 .9015651E+06   2000186E-02 -.8141E+02 -.2190E+02   .9999572 -.0082633  .0041520
T  927  1 .8969901E+06   2000127E-02  .4173E+02 -.1243E+03   .9997851  .0081501 -.0190617
T  928  1 .9107327E+06   2000067E-02  .1123E+03 -.1023E+02   .9999258  .0110486 -.0051353
T  929  1 .9178513E+06   2000001E-02 -.5783E+02 -.4672E+02   .9999948  .0031989 -.0003864
T  930  1 .8999731E+06   2000221E-02 -.2460E+02  .5010E+02   .9999972  .0014281 -.0019058
T  931  1 .9133458E+06   2000130E-02  .1443E+03  .5509E+02   .9999619  .0031803  .0081290
T  932  1 .9072432E+06   2000128E-02  .5174E+02  .1808E+02   .9999476  .0039613  .0094414
T  933  1 .9202471E+06   2000108E-02 -.1905E+03 -.4218E+02   .9998928 -.0146410  .0000702
T  934  1 .9075278E+06   2000234E-02  .3081E+02 -.1571E+03   .9998177 -.0027697 -.0188928
T  935  1 .9238417E+06   2000143E-02  .5440E+02  .3050E+02   .9999547  .0062328  .0071988
T  936  1 .9082604E+06   2000197E-02  .1578E+02 -.1746E+03   .9999804 -.0018834 -.0059787
T  937  1 .9113426E+06   2000208E-02 -.7466E+02  .1188E+03   .9998738 -.0115376  .0109165
T  938  1 .8966511E+06   2000216E-02  .1846E+03  .9306E+02   .9993534  .0278001  .0228023
T  939  1 .9162001E+06   2000233E-02  .4714E+02 -.4820E+02   .9999367  .0071752 -.0086630
T  940  1 .8984779E+06   2000123E-02  .1342E+03 -.2018E+01   .9999057  .0102038  .0091961
T  941  1 .9051837E+06   2000093E-02  .1805E+03  .4949E+03   .9990839  .0210553  .0372567
T  942  1 .9177204E+06   2000070E-02  .6230E+02 -.5744E+01   .9999715  .0072282  .0021850
T  943  1 .9085914E+06   2000156E-02 -.1357E+03  .3207E+02   .9997288 -.0089237  .0215109
T  944  1 .9079218E+06   2000180E-02  .5990E+02  .4283E+02   .9998365 -.0180711  .0006226
T  945  1 .9150405E+06   2000161E-02  .1232E+03  .1012E+03   .9998615  .0109664  .0125193
T  946  1 .9206734E+06   2000129E-02  .5691E+02  .5850E+02   .9997830 -.0078233  .0193046
T  947  1 .9129968E+06   2000217E-02 -.4115E+02 -.1567E+03   .9999374 -.0090534 -.0065792
T  948  1 .9192983E+06   2000168E-02  .1035E+03  .7249E+02   .9996547  .0225416  .0135064
T  949  1 .9054150E+06   2000144E-02  .1124E+03  .1805E+02   .9997506  .0218977  .0043918
T  950  1 .9013644E+06   2000051E-02 -.8600E+02 -.4653E+02   .9999371 -.0099130 -.0052379
T  951  1 .9187185E+06   2000221E-02 -.4990E+01  .8632E+02   .9998564  .0021559  .0168074
T  952  1 .9042413E+06   2000114E-02  .1134E+02  .1312E+03   .9998683  .0033936  .0158724
T  953  1 .9063017E+06   2000134E-02 -.7305E+00 -.3422E+02   .9999829  .0041838  .0040872
T  954  1 .9046852E+06   2000150E-02 -.1886E+03  .2416E+03   .9993195 -.0234727  .0284540
T  955  1 .9006269E+06   2000136E-02  .5581E+02  .1857E+03   .9999413 -.0003833  .0108247
T  956  1 .9141965E+06   2000161E-02  .3466E+02 -.1247E+03   .9997630  .0138739 -.0167771
T  957  1 .9100112E+06   2000002E-02  .1188E+03 -.6935E+02   .9998394  .0178203  .0018883
T  958  1 .9087172E+06   2000201E-02 -.9710E+02  .7411E+02   .9998904 -.0093871  .0114526
T  959  1 .8946721E+06   2000203E-02 -.8717E+02 -.8158E+01   .9998592 -.0126651  .0110090
T  960  1 .8943562E+06   2000103E-02 -.8388E+02  .9392E+02   .9993040 -.0343541  .0145346
T  961  1 .9032577E+06   2000147E-02 -.7936E+02  .3702E+02   .9992287 -.0082330  .0383953
T  962  1 .9019033E+06   2000115E-02  .6782E+03 -.3835E+03   .9979350  .0527851 -.0365975
T  963  1 .9111542E+06   2000140E-02 -.2271E+03  .1669E+03   .9996111 -.0256900  .0108508
T  964  1 .9132162E+06   2000032E-02  .1348E+03  .7676E+02   .9999873  .0033572  .0037578
T  965  1 .9170016E+06   2000133E-02 -.6492E+02  .7491E+00   .9999639 -.0084583 -.0008240
T  966  1 .9130576E+06   2000231E-02  .5016E+02 -.3812E+02   .9998975  .0042060 -.0136840
T  967  1 .9117455E+06   2000087E-02 -.3055E+03  .2789E+03   .9996405  .0228167  .0140798
T  968  1 .9106007E+06   2000228E-02  .1177E+03 -.8768E+02   .9997377  .0227135  .0029240
T  969  1 .9029349E+06   2000231E-02 -.1677E+03 -.5467E+02   .9998045 -.0194542  .0035468
T  970  1 .9251474E+06   2000151E-02 -.2336E+03 -.2225E+03   .9997613 -.0207108 -.0069514
T  971  1 .9236992E+06   2000234E-02  .5561E+02 -.4562E+02   .9999901 -.0025313 -.0036606
T  972  1 .9010526E+06   2000148E-02  .1400E+03  .6294E+02   .9997117  .0001753  .0240104
T  973  1 .9006279E+06   2000061E-02  .1257E+03  .1107E+03   .9995318  .0188995  .0240633
T  974  1 .9079259E+06   2000145E-02  .1100E+03  .1770E+03   .9989450  .0127966  .0441039
T  975  1 .9158905E+06   2000056E-02  .1744E+03  .1597E+03   .9997248  .0203193  .0117247
T  976  1 .8969921E+06   2000075E-02 -.8182E+01 -.2039E+02   .9999677 -.0055570 -.0058138
T  977  1 .9172205E+06   2000155E-02 -.3261E+02 -.5648E+02   .9998969  .0104407 -.0098614
T  978  1 .9123180E+06   2000052E-02  .1696E+03  .6550E+02   .9994947  .0268805  .0169632
T  979  1 .9085753E+06   2000231E-02  .7845E+02  .9185E+02   .9999338  .0055218  .0100987
T  980  1 .9148345E+06   2000035E-02 -.1027E+03 -.1740E+03   .9999100 -.0127886 -.0040451
T  981  1 .8986620E+06   2000094E-02 -.3364E+02  .2627E+02   .9999655  .0018018  .0081145
T  982  1 .9177600E+06   2000038E-02  .1470E+02  .5837E+02   .9999311 -.0022893  .0115154
T  983  1 .9077584E+06   2000114E-02 -.1667E+03  .6005E+02   .9996889 -.0217634  .0121871
T  984  1 .9127222E+06   2000205E-02  .4409E+02  .1189E+02   .9998296  .0183830  .0017077
T  985  1 .9197565E+06   2000148E-02  .4371E+02  .2335E+02   .9999660  .0082400  .0000306
T  986  1 .9068055E+06   2000104E-02 -.9068E+02 -.1940E+02   .9999774 -.0048101  .0046931
T  987  1 .9021192E+06   2000145E-02 -.6051E+02  .1318E+03   .9998523  .0144279  .0093402
T  988  1 .9051698E+06   2000214E-02  .1091E+03  .6112E+02   .9995502  .0268206  .0134185
T  989  1 .9067610E+06   2000098E-02  .1256E+03 -.4687E+01   .9997567  .0219876 -.0017767
T  990  1 .9086238E+06   2000014E-02  .1235E+03 -.1788E+03   .9992173  .0072077 -.0388943
T  991  1 .9145468E+06   2000150E-02  .2517E+02 -.7308E+02   .9999607  .0003699 -.0088624
T  992  1 .9031097E+06   2000191E-02  .2181E+02  .1002E+01   .9999474  .0094226  .0040475
T  993  1 .9030167E+06   2000189E-02  .3042E+01  .5742E+02   .9999999  .0003694  .0003497
T  994  1 .9079495E+06   2000002E-02  .6445E+02 -.6543E+01   .9999689  .0070605  .0035131
T  995  1 .9093121E+06   2000196E-02 -.6089E+02  .2727E+02   .9999625 -.0018057  .0084704
T  996  1 .9157213E+06   2000144E-02  .1811E+03 -.4110E+03   .9988372  .0272322 -.0397835
T  997  1 .9136573E+06   2000100E-02  .1829E+02  .1480E+03   .9998011 -.0025285  .0197847
T  998  1 .9133846E+06   2000090E-02  .1861E+00 -.5181E+03   .9994278  .0014189 -.0337947
T  999  1 .9078810E+06   2000207E-02 -.1024E+02 -.2889E+02   .9998909 -.0128117 -.0073483
T 1000  1 .8988704E+06   2000124E-02  .3148E+02 -.5677E+02   .9998874  .0084195 -.0124198
T 1001  1 .9162942E+06   2000214E-02  .4537E+02  .5500E+02   .9998592  .0140198  .0092220
T 1002  1 .9170729E+06   2000029E-02  .8678E+01 -.1666E+03   .9995151 -.0031372 -.0309785
T 1003  1 .9129979E+06   2000085E-02 -.2292E+03 -.7894E+01   .9996849 -.0235926  .0085782
T 1004  1 .9131927E+06   2000155E-02 -.1532E+03  .9524E+02   .9999326 -.0070001  .0092587
T 1005  1 .9044544E+06   2000025E-02 -.3265E+02  .3698E+02   .9999591  .0090264 -.0005817
T 1006  1 .8941459E+06   2000194E-02 -.3762E+03 -.7341E+02   .9995628 -.0283266 -.0084746
T 1007  1 .9069471E+06   2000072E-02 -.2579E+02 -.8633E+02   .9998863  .0077349 -.0129478
T 1008  1 .9098625E+06   2000144E-02  .7914E+02 -.1273E+03   .9998741  .0130836 -.0089754
T 1009  1 .9010402E+06   2000177E-02  .4808E+02  .2930E+02   .9988584 -.0186981  .0439583
T 1010  1 .9016280E+06   2000231E-02 -.1497E+03 -.5494E+02   .9997282 -.0146627 -.0181232
T 1011  1 .9006990E+06   2000239E-02  .1869E+03  .1006E+03   .9996013  .0265320  .0096621
T 1012  1 .9075841E+06   2000228E-02  .8586E+02  .9186E+02   .9998304  .0109778  .0147905
T 1013  1 .9066258E+06   2000134E-02  .2150E+03 -.3133E+03   .9998943  .0068273 -.0128333
T 1014  1 .9134019E+06   2000071E-02 -.1334E+03  .9556E+02   .9998567 -.0115085  .0124171
T 1015  1 .9114607E+06   2000231E-02  .2222E+02 -.5964E+02   .9999312  .0107869 -.0046149
T 1016  1 .9111578E+06   2000083E-02  .1321E+03 -.7455E+02   .9996938  .0141808 -.0202805
T 1017  1 .9111152E+06   2000109E-02 -.3542E+03  .1960E+03   .9992476 -.0321700  .0216647
T 1018  1 .9169544E+06   2000134E-02  .5305E+02 -.9788E+02   .9994174 -.0053333 -.0337098
T 1019  1 .9034777E+06   2000207E-02  .3398E+03 -.2877E+03   .9987860  .0355906 -.0340556
T 1020  1 .9108944E+06   2000030E-02 -.7688E+02  .1192E+03   .9998864 -.0114256  .0098264
T 1021  1 .9053975E+06   2000182E-02 -.9049E+01  .5394E+02   .9997634  .0134391  .0171027
T 1022  1 .9074331E+06   2000092E-02 -.4769E+02  .4157E+00   .9999806  .0043211  .0044914
T 1023  1 .9108962E+06   2000227E-02 -.1280E+03 -.2905E+03   .9996721 -.0099818 -.0235825
T 1024  1 .9118654E+06   2000057E-02 -.1440E+03 -.1451E+03   .9994497 -.0218378 -.0249691
T 1025  1 .9140096E+06   2000055E-02 -.1295E+03  .5572E+02   .9999553 -.0077564 -.0054085
T 1026  1 .9186656E+06   2000013E-02  .1953E+03  .1441E+03   .9995613  .0181105  .0234355
T 1027  1 .9051013E+06   2000212E-02 -.2572E+02  .5762E+02   .9999395 -.0106318  .0028143
T 1028  1 .9131523E+06   2000021E-02 -.7625E+01  .5949E+02   .9999876  .0003264 -.0049714
T 1029  1 .9175399E+06   2000060E-02 -.1184E+03 -.4039E+02   .9998500 -.0168783 -.0038800
T 1030  1 .9100607E+06   2000164E-02  .4145E+03  .2471E+03   .9970090  .0670127  .0385022
T 1031  1 .9151805E+06   2000044E-02 -.7603E+02  .7663E+02   .9999741 -.0052084  .0049579
T 1032  1 .9170911E+06   2000159E-02  .3075E+02  .1549E+03   .9991823  .0330713  .0232592
T 1033  1 .9147894E+06   2000236E-02 -.3990E+02  .5056E+02   .9999519 -.0033213  .0092303
T 1034  1 .9035896E+06   2000068E-02  .1876E+03  .3172E+02   .9999023  .0106760 -.0090184
T 1035  1 .9118123E+06   2000032E-02  .2673E+02  .8282E+02   .9999906 -.0004256  .0043244
T 1036  1 .9197273E+06   2000143E-02 -.6290E+02 -.2401E+02   .9999914  .0039875 -.0011352
T 1037  1 .9131891E+06   2000188E-02 -.9144E+02 -.4105E+02   .9999434 -.0099545 -.0037450
T 1038  1 .9044385E+06   2000049E-02  .8945E+02  .1701E+02   .9998118  .0149053  .0124190
T 1039  1 .9091794E+06   2000213E-02  .2315E+03 -.1646E+02   .9995959  .0244045  .0145740
T 1040  1 .9075231E+06   2000011E-02 -.1434E+02 -.5168E+02   .9998958 -.0055062 -.0133468
T 1041  1 .9111306E+06   2000001E-02 -.2763E+03 -.3098E+03   .9992544 -.0190959 -.0335555
T 1042  1 .9150726E+06   2000028E-02  .1246E+02  .9237E+02   .9999398  .0052627  .0096235
T 1043  1 .9073170E+06   2000030E-02  .1173E+02  .7625E+02   .9999540 -.0027091  .0092056
T 1044  1 .9008745E+06   2000131E-02 -.1532E+02 -.1137E+03   .9995831 -.0155536 -.0243250
T 1045  1 .9106591E+06   2000155E-02  .1247E+03 -.2311E+03   .9996914  .0135286 -.0208334
T 1046  1 .9009355E+06   2000161E-02  .1909E+03 -.5468E+02   .9993333  .0364404  .0022263
